Sr No,Name,Arrival Time,Departure Time,Date,Day
1248,Arjun Kumar,20:42:00,20:47:00,7/10/2023,Saturday
1249,Anika Gupta,20:48:00,20:53:00,7/10/2023,Saturday
1250,Siddharth Verma,20:54:00,20:59:00,7/10/2023,Saturday
1256,Aryan Kapoor,21:30:00,21:35:00,7/10/2023,Saturday
1257,Avani Shah,21:36:00,21:41:00,7/10/2023,Saturday
1258,Ayaan Sharma,21:42:00,21:47:00,7/10/2023,Saturday
1259,Aanya Sharma,21:48:00,21:53:00,7/10/2023,Saturday
1260,Neel Kapoor,21:54:00,21:59:00,7/10/2023,Saturday
1261,Myra Khurana,22:00:00,22:05:00,7/10/2023,Saturday
1264,Aadi Goyal,22:18:00,22:23:00,7/10/2023,Saturday
1265,Ved Gupta,23:42:00,23:47:00,7/10/2023,Saturday
1266,Dia Sengupta,23:48:00,23:53:00,7/10/2023,Saturday
1267,Ayush Rajput,23:54:00,23:59:00,7/10/2023,Saturday
